"adu_alo","adu_fol","adu_alo_b","adu_alo_h","adu_fol_b","adu_fol_h","Shape"
-0.617894080239298,-0.428086155117373,0.542049551951766,0.771602628493289,-0.788224156254746,0.28093003153687,"-0.0141421551291214"
1.15294919841768,-2.80317381768035,-1.76007503556142,-0.659691141623957,-2.52754286138482,-1.37322386848011,"-0.00434469663495608"
0.218715658992813,-1.55375908568664,-0.186879145167034,-1.34100721925731,-0.535902134885734,-1.63702374530338,"0.0249323355814928"
0.617262266626763,-3.11744509849758,-2.20153611786436,-1.04746128537604,-2.85024455904922,-1.45614109441817,"-0.0115902554749675"
1.5151365672531,-1.27296949866562,1.35728858567238,-1.7859152318504,-0.870080492784901,-0.856931150762415,"-0.0276142389857891"
0.521454085863992,-4.0040349089036,-2.47966910797903,-0.644061411664752,-2.83870741406803,-2.75856493220418,"-0.0505210718122744"
0.218715658992813,-1.55375908568664,-0.186879145167034,-1.34100721925731,-0.535902134885734,-1.63702374530338,"0.0113734637009911"
0.916159980802908,-0.829711286137691,0.0191635800220127,-1.57904290122519,-0.909785117770929,-0.188959469077298,"-0.0612335099009988"
-0.459334349616075,2.83053378964842,-2.96491824717937,-0.121271946973612,2.02317647715223,1.94884877718174,"0.0107333694758549"
2.23000964098164,-1.89729550134113,-1.60550689560938,-1.95699925068593,-1.00852708220028,-1.76913418591083,"-0.0801780041045489"
0.218723281698164,-0.850692028877987,0.403468409510504,-0.986367512292917,0.327952698460071,-1.46752442727589,"-0.033624528071233"
1.05890022187454,-3.62739074243416,-3.23078167938923,-1.35719609851272,-2.62114777520037,-2.51264786294668,"-0.0918382059156832"
0.521454085863992,-4.0040349089036,-2.47966910797903,-0.644061411664752,-2.83870741406803,-2.75856493220418,"0.0112766711629999"
1.5151365672531,-1.27296949866562,1.35728858567238,-1.7859152318504,-0.870080492784901,-0.856931150762415,"-0.0298125630483593"
3.6513395071263,1.27931493113621,0.893581421243287,-2.76143697598535,0.336443056814942,1.52156576963697,"-0.0699820412426708"
2.17432780371554,-2.54636588940457,-1.05084490958669,-2.22174148622143,-2.30363923464858,-1.29310471469941,"0.0468032114126776"
1.56082893113089,0.887069021232394,1.66429088312837,-1.93718147631891,0.119157098491627,1.19844934286303,"0.0438029781714114"
0.617262266626763,-3.11744509849758,-2.20153611786436,-1.04746128537604,-2.85024455904922,-1.45614109441817,"0.0362911710275744"
1.15294919841768,-2.80317381768035,-1.76007503556142,-0.659691141623957,-2.52754286138482,-1.37322386848011,"0.0772772470100091"
0.00382993493864266,-0.371099444588327,-1.36141298423645,-0.199054947856628,-0.82352414461616,0.238191142867904,"0.0496573467346482"
0.00382993493864266,-0.371099444588327,-1.36141298423645,-0.199054947856628,-0.82352414461616,0.238191142867904,"-0.000379095173980628"
-0.302324085951557,-2.11279460246988,1.83698854138526,0.727760704875908,-0.764941802267525,-2.2313922638055,"0.0504328554380885"
2.50590124711953,-0.00235506614085431,0.816405107642248,-1.50329242466172,-0.222641540291696,0.268457324583375,"0.0218097003432865"
-3.9187211263515,1.56503610424075,-1.84958156373919,2.5467506041438,2.08916265640299,0.0895006662212964,"0.0370699470430953"
-1.06438458395517,-3.60271327745959,0.855571857104355,1.23063961031896,-2.10948158640037,-3.06949465352736,"0.0363796639770249"
-0.800888153718818,-3.65130567600954,2.03383971096785,1.24111541350817,-2.23216307305804,-2.9515473317519,"0.028504562098682"
-2.58906835974402,-3.39691384956749,2.68107855731917,2.83519607574081,-1.86434984860653,-2.87361824479438,"0.0450983276614169"
-0.789604041415975,-3.40901933226705,-1.9751171554376,0.382743397630918,-2.57830764553675,-2.24567162263972,"0.0348951426396357"
1.41069726082294,-2.54604097844012,1.09938963410633,-0.835272265736363,-1.95180705058562,-1.58818844196501,"-0.0136783250816269"
1.30807498912078,-3.28220323990453,0.791716966304313,-0.691381121754427,-2.64893299920011,-2.01849844402033,"0.0342789681881194"
-1.90776659076689,-2.24558892501505,1.11260737383858,2.15415359110955,-1.13908445086787,-2.10367868743741,"0.0822878216292919"
-0.475137347550041,-2.61150313606849,1.06343751587735,0.736573751358015,-1.84782422989796,-1.87591776595129,"-0.0200569982480613"
0.968711510568491,-3.08617214160865,0.725229297617958,-0.162666416344681,-2.31627488262721,-2.08086869808072,"0.0310435998570965"
-0.583985693134669,-2.36886549188507,-0.67986442231978,0.890849450255701,-1.89117010874148,-1.49905782605505,"0.0494659470936259"
-1.39847769862008,-1.78621037502296,0.733671761343489,1.4449285623118,-1.73446223855358,-0.769697217445939,"0.0581161766715374"
0.108358018074292,-2.75469272579018,1.85085794413785,-0.562858026295738,-1.83270728863251,-2.07520938601944,"-0.036903817202263"
-0.709355246072971,-1.61628293476873,1.62862611785294,0.532926896902302,-0.856835869682701,-1.34631562916032,"0.0216915299152765"
-0.476859190567981,-1.83945599195703,0.292705622829316,0.3167283392232,-1.63839667165944,-0.914520684386583,"0.0712655476292727"
-1.10393289463356,-1.60507778885315,-2.2175300107889,0.640366249855811,-1.36339106641241,-1.06732062337853,"0.0710835085250704"
1.45722338211181,-2.82682139116831,-0.0389658338042138,-1.5561654059408,-1.52448809857142,-2.59091221259137,"0.0248657623977143"
-2.96743680378049,-1.23048521690524,1.6905809818723,2.17480901843118,-0.70201068290331,-0.814448755348285,"0.0916264706712426"
-1.66786290781538,-0.468447189279917,1.10437274182261,1.28781639064542,-0.342288836631756,-0.328610994367748,"0.0397722470129007"
-1.6465482485818,-0.682372165196328,-0.978800628337936,1.49877919481989,-0.120614490469571,-0.762600536663786,"-0.0255154235634711"
-0.719953658008281,-2.20600261220488,1.56028228616916,0.54755828580607,-0.989088125643063,-2.15831748134274,"0.0245296721991535"
0.152756387460152,-1.91916138410652,1.79533663552673,0.129470820399653,-1.11773605703979,-1.60663489283443,"-0.0245746398517179"
-0.459727034525972,-1.44903900980938,0.877222648887463,0.0463137078230242,-0.772876238142118,-1.32715074586801,"-0.0215115523271252"
0.735622068491153,-1.06961898964191,0.77704621540785,0.298056352646766,-1.12093867144316,-0.316993618960461,"0.0778264961187266"
0.529790027991005,-0.0226138080737835,-0.268657921692944,-0.670574192226884,-0.36736010429958,0.398644411485008,"0.027427729041309"
-0.673787291356473,-0.748740639582122,-0.575370298265262,0.817531110676032,-0.37061386544526,-0.768040275741794,"0.110255898644797"
0.373459051003087,-0.61754583475128,-1.02093057019788,-0.713446913224456,-0.557905418682656,-0.25715851881793,"0.00848840709026426"
1.84969530617934,-0.306515984942055,0.685895850596932,-1.52390108713545,-0.671065648405552,0.192196449921196,"-0.0430598477138887"
0.148223411811105,-1.03902264347263,1.72507750867,-0.0522222942230597,-0.54965633951265,-0.916760100431778,"0.0656748423480526"
1.24047710548873,-0.828015102032987,-0.503681514339523,-0.973600567481419,-1.08096273239014,-0.137814012573519,"0.0533114556024859"
1.50075839380877,-0.148997976298487,0.727850459985608,-0.905904213688385,-1.10329274305189,0.929504770815933,"0.0260670771787847"
-2.18979003274861,-1.07474895137393,1.32491051061072,2.24969086233279,-0.510951470648925,-0.965980917779851,"0.115243543385661"
0.963356165996471,-1.29537797096369,-0.161334537608746,-0.612955289884036,-0.6761235769287,-1.29133121983378,"0.0575114964378694"
1.08762276819568,-0.587808015134923,-0.0852566829316973,-0.984190979486593,-0.412936358553562,-0.473036506501646,"0.0187921164809506"
-1.26610841853414,0.0575186361186904,0.176067560259855,1.68692871928319,-0.207068996713951,0.341290662938,"0.0625305249759441"
0.116185129436828,-0.0712558795001688,-0.751431992322881,-0.0884892712379425,-0.378673131813942,0.180800157850452,"0.0522834245540757"
-0.101586890417314,-0.0693197704096198,-0.696437326730889,0.448994660100307,-0.110656942632904,-0.0766470855703913,"0.0370857404039684"
-3.32660401102921,-0.399905087278388,3.06692269436005,3.3177503170541,0.27133842827983,-0.851551117361345,"0.0328518536442361"
-3.1411242060495,-0.702535433955192,-1.75605811969178,2.28129944723469,-0.197957537221767,-0.823760704508694,"0.0218263011869811"
0.425805021878269,-0.228641074475854,2.59880198942979,-0.0341039757029641,-0.349503337977273,0.0834355239289409,"-0.0034621433118126"
-0.19989602134107,0.269726201416462,-2.85210870849994,0.0667425177322089,0.267144275602892,0.0267473688234832,"0.0897906986851989"
-0.471431325307745,-0.638380667162749,1.54552158041209,0.11504022674859,-0.224859238302125,-0.686686370843587,"0.0462635628861926"
1.39849483745447,-0.287324451795363,-1.70098027253188,-1.15061282766242,-0.241861924830847,-0.250707404700902,"0.0147989658739783"
-0.443924473166145,0.353547950680093,1.00154607981942,0.389975116767271,0.310453795364552,0.10307338740413,"-0.0454994655400099"
0.785691540202228,0.279467086800663,1.43093623606382,-1.31763764204928,0.0417274453789179,0.304039902892996,"-0.0132612826447136"
1.53043510919252,0.0703510537156345,-1.11331129186027,-1.62172517948057,-0.111722335433127,0.128287214169934,"-0.033352024075956"
